Predictor variable,Categorical,Sample average
dist_seasonal_water,false,241633.77319456206
dist_station,false,8901.02842449612
dist_vertebrates,false,22789.34913622538
northness,false,-0.01733896980181776
slope,false,3.2226150196459566
twi,false,6.560304609934489
